Date,Price,Open,High,Low,Vol.,Change %
9/20/2022,308.73,306.91,313.33,305.58,61.64M,-0.11%
9/21/2022,300.8,308.29,313.8,300.63,62.56M,-2.57%
9/22/2022,288.59,299.86,301.29,285.82,70.55M,-4.06%
9/23/2022,275.33,283.09,284.5,272.82,63.75M,-4.59%
9/26/2022,276.01,271.83,284.09,270.31,58.08M,0.25%
9/27/2022,282.94,283.84,288.67,277.51,61.93M,2.51%
9/28/2022,287.81,283.08,289,277.57,54.67M,1.72%
9/29/2022,268.21,282.76,283.65,265.78,77.62M,-6.81%
9/30/2022,265.25,266.14,275.57,262.47,67.73M,-1.10%
10/3/2022,242.4,254.5,255.16,241.01,98.36M,-8.61%
10/4/2022,249.44,250.52,257.5,242.01,109.58M,2.90%
10/5/2022,240.81,245.01,246.67,233.27,86.98M,-3.46%
10/6/2022,238.13,239.44,244.58,235.35,69.30M,-1.11%
10/7/2022,223.07,233.93,234.57,222.02,83.92M,-6.32%
10/10/2022,222.96,223.93,226.99,218.36,67.93M,-0.05%
10/11/2022,216.5,220.95,225.75,215,77.01M,-2.90%
10/12/2022,217.24,215.33,219.3,211.51,66.86M,0.34%
10/13/2022,221.72,208.3,222.99,206.22,91.48M,2.06%
10/14/2022,204.99,224.01,226.26,204.16,94.13M,-7.55%
10/17/2022,219.35,210.04,221.86,209.45,79.43M,7.01%
10/18/2022,220.19,229.5,229.82,217.25,75.89M,0.38%
10/19/2022,222.04,219.8,222.93,217.78,66.57M,0.84%
10/20/2022,207.28,208.28,215.55,202,117.80M,-6.65%
10/21/2022,214.44,206.41,214.66,203.8,75.71M,3.45%
10/24/2022,211.25,205.82,213.5,198.59,100.45M,-1.49%
10/25/2022,222.41,210.1,224.35,210,96.51M,5.29%
10/26/2022,224.64,219.4,230.6,218.2,85.33M,1.00%
10/27/2022,225.09,229.77,233.81,222.85,61.64M,0.20%
10/28/2022,228.52,225.4,228.86,216.35,69.15M,1.52%
10/31/2022,227.54,226.19,229.85,221.94,61.55M,-0.43%
11/1/2022,227.82,234.05,237.4,227.28,62.69M,0.12%
11/2/2022,214.98,226.04,227.87,214.82,63.07M,-5.64%
11/3/2022,215.31,211.36,221.2,210.14,56.54M,0.15%
11/4/2022,207.47,222.6,223.8,203.08,98.62M,-3.64%
11/7/2022,197.08,208.65,208.9,196.66,93.92M,-5.01%
11/8/2022,191.3,194.02,195.2,186.75,128.80M,-2.93%
11/9/2022,177.59,190.77,195.89,177.12,127.06M,-7.17%
11/10/2022,190.72,189.9,191,180.03,132.70M,7.39%
11/11/2022,195.97,186,196.52,182.59,114.40M,2.75%
11/14/2022,190.95,192.77,195.73,186.34,92.23M,-2.56%
11/15/2022,194.42,195.88,200.82,192.06,91.29M,1.82%
11/16/2022,186.92,191.51,192.57,185.66,66.57M,-3.86%
11/17/2022,183.17,183.96,186.16,180.9,64.34M,-2.01%
11/18/2022,180.19,185.05,185.19,176.55,76.05M,-1.63%
11/21/2022,167.87,175.85,176.77,167.54,92.88M,-6.84%
11/22/2022,169.91,168.63,170.92,166.18,78.45M,1.22%
11/23/2022,183.2,173.57,183.62,172.5,109.54M,7.82%
11/25/2022,182.86,185.06,185.2,180.63,50.67M,-0.19%
11/28/2022,182.92,179.96,188.5,179,93.04M,0.03%
11/29/2022,180.83,184.99,186.38,178.75,83.36M,-1.14%
11/30/2022,194.7,182.43,194.76,180.63,109.19M,7.67%
12/1/2022,194.7,197.08,198.92,191.8,80.05M,0.00%
12/2/2022,194.86,191.78,196.25,191.11,73.65M,0.08%
12/5/2022,182.45,189.44,191.27,180.55,93.12M,-6.37%
12/6/2022,179.82,181.21,183.65,175.33,92.15M,-1.44%
12/7/2022,174.04,175.03,179.38,172.22,84.21M,-3.21%
12/8/2022,173.44,172.2,175.2,169.06,97.62M,-0.34%
12/9/2022,179.05,173.84,182.5,173.36,104.87M,3.23%
12/12/2022,167.82,176.1,177.37,167.52,109.79M,-6.27%
12/13/2022,160.95,174.87,175.05,156.91,175.86M,-4.09%
12/14/2022,156.8,159.25,161.62,155.31,140.68M,-2.58%
12/15/2022,157.67,153.44,160.93,153.28,122.33M,0.55%
12/16/2022,150.23,159.63,160.99,150.04,139.03M,-4.72%
12/19/2022,149.87,154,155.25,145.82,139.39M,-0.24%
12/20/2022,137.8,146.05,148.47,137.66,159.56M,-8.05%
12/21/2022,137.57,139.34,141.26,135.89,145.42M,-0.17%
12/22/2022,125.35,136,136.63,122.26,210.09M,-8.88%
12/23/2022,123.15,126.37,128.62,121.02,166.99M,-1.76%
12/27/2022,109.1,117.5,119.67,108.76,208.64M,-11.41%
12/28/2022,112.71,110.35,116.27,108.24,221.07M,3.31%
12/29/2022,121.82,120.39,123.57,117.5,221.92M,8.08%
12/30/2022,123.18,119.95,124.48,119.75,157.78M,1.12%
1/3/2023,108.1,118.47,118.8,104.64,231.40M,-12.24%
1/4/2023,113.64,109.11,114.59,107.52,180.39M,5.12%
1/5/2023,110.34,110.51,111.75,107.16,157.99M,-2.90%
1/6/2023,113.06,103,114.39,101.81,220.91M,2.47%
1/9/2023,119.77,118.96,123.52,117.11,190.28M,5.93%
1/10/2023,118.85,121.07,122.76,114.92,167.64M,-0.77%
1/11/2023,123.22,122.09,125.95,120.51,183.81M,3.68%
1/12/2023,123.56,122.56,124.13,117,169.40M,0.28%
1/13/2023,122.4,116.55,122.63,115.6,180.71M,-0.94%
1/17/2023,131.49,125.69,131.7,125.02,186.48M,7.43%
1/18/2023,128.78,136.55,136.68,127.01,195.68M,-2.06%
1/19/2023,127.17,127.26,129.99,124.31,170.29M,-1.25%
1/20/2023,133.42,128.68,133.51,127.35,138.86M,4.91%
1/23/2023,143.75,135.87,145.38,134.27,203.12M,7.74%
1/24/2023,143.89,143,146.5,141.1,158.70M,0.10%
1/25/2023,144.43,141.9,146.41,138.07,192.73M,0.38%
1/26/2023,160.27,159.96,161.42,154.76,234.82M,10.97%
1/27/2023,177.9,162.43,180.68,161.17,306.59M,11.00%
1/30/2023,166.66,178.05,179.77,166.5,230.88M,-6.32%
1/31/2023,173.22,164.57,174.3,162.78,196.81M,3.94%
2/1/2023,181.41,173.89,183.8,169.93,213.81M,4.73%
2/2/2023,188.27,187.32,196.75,182.61,217.45M,3.78%
2/3/2023,189.98,183.95,199,183.69,232.66M,0.91%
2/6/2023,194.76,193.01,198.17,189.92,186.19M,2.52%
2/7/2023,196.81,196.43,197.5,189.55,186.01M,1.05%
2/8/2023,201.29,196.1,203,194.31,180.67M,2.28%
2/9/2023,207.32,207.77,214,204.77,215.43M,3.00%
2/10/2023,196.89,202.23,206.2,192.89,204.75M,-5.03%
2/13/2023,194.64,194.41,196.3,187.61,172.48M,-1.14%
2/14/2023,209.25,191.94,209.82,189.44,216.46M,7.51%
2/15/2023,214.24,211.76,214.66,206.11,182.11M,2.38%
2/16/2023,202.04,210.78,217.65,201.84,229.59M,-5.69%
2/17/2023,208.31,199.99,208.44,197.5,213.74M,3.10%
2/21/2023,197.37,204.99,209.71,197.22,180.02M,-5.25%
2/22/2023,200.86,197.93,201.99,191.78,191.83M,1.77%
2/23/2023,202.07,203.91,205.14,196.33,146.36M,0.60%
2/24/2023,196.88,196.32,197.67,192.8,142.23M,-2.57%
2/27/2023,207.63,202.03,209.42,201.26,161.03M,5.46%
2/28/2023,205.71,210.59,211.23,203.75,153.14M,-0.92%
3/1/2023,202.77,206.21,207.2,198.52,156.85M,-1.43%
3/2/2023,190.9,186.74,193.75,186.01,181.98M,-5.85%
3/3/2023,197.79,194.79,200.48,192.88,154.19M,3.61%
3/6/2023,193.81,198.54,198.6,192.3,128.10M,-2.01%
3/7/2023,187.71,191.38,194.2,186.1,148.13M,-3.15%
3/8/2023,182,185.04,186.5,180,151.90M,-3.04%
3/9/2023,172.92,180.25,185.18,172.51,170.02M,-4.99%
3/10/2023,173.44,175.13,178.29,168.44,191.49M,0.30%
3/13/2023,174.48,167.46,177.35,163.91,167.79M,0.60%
3/14/2023,183.26,177.31,183.8,177.14,143.72M,5.03%
3/15/2023,180.45,180.8,182.34,176.03,146.00M,-1.53%
3/16/2023,184.13,180.37,185.81,178.84,121.37M,2.04%
3/17/2023,180.13,184.51,186.22,177.33,133.20M,-2.17%
3/20/2023,183.25,178.08,186.44,176.35,129.68M,1.73%
3/21/2023,197.58,188.28,198,188.04,153.39M,7.82%
3/22/2023,191.15,199.3,200.66,190.95,150.38M,-3.25%
3/23/2023,192.22,195.26,199.31,188.65,144.19M,0.56%
3/24/2023,190.41,191.65,192.36,187.15,116.53M,-0.94%
3/27/2023,191.81,194.41,197.39,189.94,120.85M,0.74%
3/28/2023,189.19,192,192.35,185.43,98.66M,-1.37%
3/29/2023,193.88,193.13,195.29,189.44,123.66M,2.48%
3/30/2023,195.28,195.58,197.33,194.42,110.25M,0.72%
3/31/2023,207.46,197.53,207.79,197.2,170.22M,6.24%
4/3/2023,194.77,199.91,202.69,192.2,169.55M,-6.12%
4/4/2023,192.58,197.32,198.74,190.32,126.46M,-1.12%
4/5/2023,185.52,190.51,190.68,183.76,133.88M,-3.67%
4/6/2023,185.06,183.08,186.39,179.74,123.86M,-0.25%
4/10/2023,184.51,179.94,185.1,176.11,142.16M,-0.30%
4/11/2023,186.79,186.69,189.19,185.65,115.77M,1.24%
4/12/2023,180.54,190.74,191.58,180.31,150.26M,-3.35%
4/13/2023,185.9,182.96,186.5,180.94,112.93M,2.97%
4/14/2023,185,183.95,186.28,182.01,96.44M,-0.48%
4/17/2023,187.04,186.32,189.69,182.69,116.66M,1.10%
4/18/2023,184.31,187.15,187.69,183.58,92.07M,-1.46%
4/19/2023,180.59,179.1,183.5,177.65,125.73M,-2.02%
4/20/2023,162.99,166.16,169.7,160.56,210.97M,-9.75%
4/21/2023,165.08,164.8,166,161.32,123.54M,1.28%
4/24/2023,162.55,164.65,165.65,158.61,140.01M,-1.53%
4/25/2023,160.67,159.82,163.47,158.75,122.00M,-1.16%
4/26/2023,153.75,160.29,160.67,153.14,153.36M,-4.31%
4/27/2023,160.19,152.64,160.48,152.37,127.02M,4.19%
4/28/2023,164.31,160.9,165,157.32,122.52M,2.57%
5/1/2023,161.83,163.17,163.28,158.83,109.02M,-1.51%
5/2/2023,160.31,161.88,165.49,158.93,128.26M,-0.94%
5/3/2023,160.61,160.01,165,159.91,119.73M,0.19%
5/4/2023,161.2,162.71,162.95,159.65,95.11M,0.37%
5/5/2023,170.06,163.97,170.79,163.51,107.61M,5.50%
5/8/2023,171.79,173.72,173.8,169.19,112.25M,1.02%
5/9/2023,169.15,168.95,169.82,166.56,88.97M,-1.54%
5/10/2023,168.54,172.55,174.43,166.68,119.84M,-0.36%
5/11/2023,172.08,168.7,173.57,166.79,103.89M,2.10%
5/12/2023,167.98,176.07,177.38,167.23,157.85M,-2.38%
5/15/2023,166.35,167.65,169.76,164.55,105.59M,-0.97%
5/16/2023,166.52,165.65,169.52,164.35,98.29M,0.10%
5/17/2023,173.86,168.41,174.5,167.18,125.47M,4.41%
5/18/2023,176.89,174.22,177.06,172.45,109.52M,1.74%
5/19/2023,180.14,177.17,181.95,176.31,136.20M,1.84%
5/22/2023,188.87,180.7,189.32,180.11,132.00M,4.85%
5/23/2023,185.77,186.2,192.96,185.26,156.95M,-1.64%
5/24/2023,182.9,182.23,184.22,178.22,137.60M,-1.54%
5/25/2023,184.47,186.54,186.78,180.58,96.87M,0.86%
5/26/2023,193.17,184.62,198.6,184.53,162.06M,4.72%
5/30/2023,201.16,200.1,204.48,197.53,128.82M,4.14%
5/31/2023,203.93,199.78,203.95,195.12,150.71M,1.38%
6/1/2023,207.52,202.59,209.8,199.37,148.03M,1.76%
6/2/2023,213.97,210.15,217.25,209.75,164.40M,3.11%
6/5/2023,217.61,217.8,221.29,214.52,151.14M,1.70%
6/6/2023,221.31,216.14,221.91,212.53,146.91M,1.70%
6/7/2023,224.57,228,230.83,223.2,185.71M,1.47%
6/8/2023,234.86,224.22,235.23,223.01,164.49M,4.58%
6/9/2023,244.4,249.07,252.42,242.02,200.24M,4.06%
6/12/2023,249.83,247.94,250.97,244.59,150.74M,2.22%
6/13/2023,258.71,253.51,259.68,251.34,162.38M,3.55%
6/14/2023,256.79,260.17,261.57,250.5,170.58M,-0.74%
6/15/2023,255.9,248.4,258.95,247.29,160.17M,-0.35%
6/16/2023,260.54,258.92,263.6,257.21,167.92M,1.81%
6/20/2023,274.45,261.5,274.75,261.12,165.61M,5.34%
6/21/2023,259.46,275.13,276.99,257.78,211.80M,-5.46%
6/22/2023,264.61,250.77,265,248.25,166.88M,1.98%
6/23/2023,256.6,259.29,262.45,252.8,177.46M,-3.03%
6/26/2023,241.05,250.07,258.37,240.7,179.99M,-6.06%
6/27/2023,250.21,243.24,250.39,240.85,164.97M,3.80%
6/28/2023,256.24,249.7,259.88,248.89,159.77M,2.41%
6/29/2023,257.5,258.03,260.74,253.61,131.28M,0.49%
6/30/2023,261.77,260.6,264.45,259.89,112.62M,1.66%
7/3/2023,279.82,276.49,284.25,275.11,119.69M,6.90%
7/5/2023,282.48,278.82,283.85,277.6,131.53M,0.95%
7/6/2023,276.54,278.09,279.97,272.88,120.71M,-2.10%
7/7/2023,274.43,278.43,280.78,273.77,113.88M,-0.76%
7/10/2023,269.61,276.47,277.52,265.1,119.43M,-1.76%
7/11/2023,269.79,268.65,270.9,266.37,91.97M,0.07%
7/12/2023,271.99,276.33,276.52,271.46,95.67M,0.82%
7/13/2023,277.9,274.59,279.45,270.6,112.68M,2.17%
7/14/2023,281.38,277.01,285.3,276.31,120.06M,1.25%
7/17/2023,290.38,286.63,292.23,283.57,131.57M,3.20%
7/18/2023,293.34,290.15,295.26,286.01,112.44M,1.02%
7/19/2023,291.26,296.04,299.29,289.52,142.36M,-0.71%
7/20/2023,262.9,279.56,280.93,261.2,175.16M,-9.74%
7/21/2023,260.02,268,268,255.8,161.80M,-1.10%
7/24/2023,269.06,255.85,269.85,254.12,137.00M,3.48%
7/25/2023,265.28,272.38,272.9,265,112.76M,-1.40%
7/26/2023,264.35,263.25,268.04,261.75,95.86M,-0.35%
7/27/2023,255.71,268.31,269.13,255.3,103.70M,-3.27%
7/28/2023,266.44,259.86,267.25,258.23,111.45M,4.20%
7/31/2023,267.43,267.48,269.08,263.78,84.58M,0.37%
8/1/2023,261.07,266.26,266.47,260.25,83.65M,-2.38%
8/2/2023,254.11,255.57,259.52,250.49,101.75M,-2.67%
8/3/2023,259.32,252.04,260.49,252,97.83M,2.05%
8/4/2023,253.86,260.97,264.77,253.11,99.54M,-2.11%
8/7/2023,251.45,251.45,253.65,242.76,111.10M,-0.95%
8/8/2023,249.7,247.45,250.92,245.01,96.64M,-0.70%
8/9/2023,242.19,250.87,251.1,241.9,101.60M,-3.01%
8/10/2023,245.34,245.4,251.8,243,109.50M,1.30%
8/11/2023,242.65,241.77,243.79,238.02,99.04M,-1.10%
8/14/2023,239.76,235.7,240.66,233.75,98.60M,-1.19%
8/15/2023,232.96,238.73,240.5,232.61,88.20M,-2.84%
8/16/2023,225.6,228.02,233.97,225.38,112.49M,-3.16%
8/17/2023,219.22,226.06,226.74,218.83,120.72M,-2.83%
8/18/2023,215.49,214.12,217.58,212.36,136.28M,-1.70%
8/21/2023,231.28,221.55,232.13,220.58,135.70M,7.33%
8/22/2023,233.19,240.25,240.82,229.55,130.60M,0.83%
8/23/2023,236.86,229.34,238.98,229.29,101.08M,1.57%
8/24/2023,230.04,238.66,238.92,228.18,99.78M,-2.88%
8/25/2023,238.59,231.31,239,230.35,106.61M,3.72%
8/28/2023,238.82,242.58,244.38,235.35,107.67M,0.10%
8/29/2023,257.18,238.58,257.48,237.77,134.05M,7.69%
8/30/2023,256.9,254.2,260.51,250.59,121.99M,-0.11%
8/31/2023,258.08,255.98,261.18,255.05,108.86M,0.46%
9/1/2023,245.01,257.26,259.08,242.01,132.54M,-5.06%
9/5/2023,256.49,245,258,244.86,129.47M,4.69%
